group_sha,source,n_inc,n_dec,n_items,auto_type,negation_present,jaccard_mean,entity_overlap_mean,evidence_seen_in_discovery600,inc_item_ids,dec_item_ids,evidence
4d60530173,fever,7,3,10,indirect_contradiction,no,0.2637,0.442,False,"g24a_fever_200261,g24a_fever_200262,g24a_fever_200282,g24a_fever_200285,g24a_fever_200289,g24a_fever_200297,g24a_fever_200300","g24a_fever_200260,g24a_fever_200278,g24a_fever_200291","The film is based on an original screenplay by Quentin Tarantino that was heavily revised by writer David Veloz, associate producer Richard Rutowski, and director Stone; Tarantino received story credit."
4d97273831,fever,2,1,3,indirect_contradiction,no,0.375,1.0,True,"g24a_fever_107793,g24a_fever_24595",g24a_fever_46810,"""One Dance"" reached number one in 15 countries, including Australia, Canada, France, Germany, Ireland, the Netherlands, New Zealand, Switzerland, the United Kingdom, and the United States, becoming Drake's first number-one single in all 15 countries as the lead artist."
4dad125c95,fever,5,3,8,indirect_contradiction,no,0.5877,0.9333,False,"g24a_fever_103357,g24a_fever_13076,g24a_fever_46383,g24a_fever_46384,g24a_fever_9762","g24a_fever_128975,g24a_fever_132524,g24a_fever_74874","The White House Press Secretary is a senior White House official whose primary responsibility is to act as spokesperson for the executive branch of the United States government administration, especially with regard to the President, senior executives, and policies."
4dbf7e8d3d,fever,2,2,4,exclusive_alternative,no,0.5928,0.75,False,"g24a_fever_206992,g24a_fever_207003","g24a_fever_207007,g24a_fever_207010","The film was produced by Revolution Studios and New Line Cinema, and distributed by Columbia Pictures; it features the video art of Jeremy Blake in the form of visual interludes. Columbia Pictures Industries, Inc. (known as Columbia Pictures and Columbia, and formerly CBC Film Sales Corporation) is an American film studio, production company and film distributor that is a member of the Sony Pictures Motion Picture Group, a division of Sony Entertainment's Sony Pictures subsidiary of the Japanese conglomerate Sony."
4ddf07a2d8,fever,2,2,4,explicit_negation,yes,0.3741,1.0,False,"g24a_fever_175931,g24a_fever_175933","g24a_fever_175924,g24a_fever_175926","The character has appeared in most other media adaptations of the comics, often playing a prominent role."
4deb4a7ab5,fever,4,3,7,explicit_negation,yes,0.3554,0.4758,False,"g24a_fever_206985,g24a_fever_206997,g24a_fever_207001,g24a_fever_207008","g24a_fever_206984,g24a_fever_206994,g24a_fever_207009","The film was produced by Revolution Studios and New Line Cinema, and distributed by Columbia Pictures; it features the video art of Jeremy Blake in the form of visual interludes."
4df320ab2e,scifact,1,1,2,explicit_negation,yes,0.5,1.0,False,g24a_scifact_621,g24a_scifact_944,"RESULTS In an intent-to-treat analysis, participants in the intervention group improved 0.26 points (95% confidence interval, -0.89 to 0.54) and those in the usual care group deteriorated 1.04 points (95% confidence interval, 0.32 to 1.82) on the ADAS-Cog at the end of the intervention. CONCLUSIONS In this study of adults with subjective memory impairment, a 6-month program of physical activity provided a modest improvement in cognition over an 18-month follow-up period."
4df85c0ff9,fever,3,1,4,explicit_negation,yes,0.8333,0.8333,False,"g24a_fever_19111,g24a_fever_19112,g24a_fever_57636",g24a_fever_154009,"Justin Chatwin (born October 31, 1982) is a Canadian actor."
4e7b6e9ae0,fever,2,2,4,explicit_negation,yes,0.7188,0.75,False,"g24a_fever_205733,g24a_fever_205747","g24a_fever_205726,g24a_fever_205739","It produced more than 400 propaganda and training films, which were notable for being informative as well as entertaining."
4e89f614a4,fever,7,5,12,numeric_value,no,0.3935,0.7057,False,"g24a_fever_119122,g24a_fever_125524,g24a_fever_134997,g24a_fever_139694,g24a_fever_26819,g24a_fever_62149,g24a_fever_66610","g24a_fever_106615,g24a_fever_120846,g24a_fever_53957,g24a_fever_88377,g24a_fever_93473","Charles Howard Hinton (1853, United Kingdom -- 30 April 1907, Washington D.C., United States) was a British mathematician and writer of science fiction works titled Scientific Romances."
4ea809259a,fever,1,1,2,indirect_contradiction,no,0.4,1.0,False,g24a_fever_119549,g24a_fever_76382,"The show received a straight-to-series order on March 30, 2015, and premiered on January 12, 2016 on Freeform. Freeform is an American basic cable and satellite television channel that is owned by the Disney -- ABC Television Group division of The Walt Disney Company."
4ef39eca61,fever,1,5,6,exclusive_alternative,no,0.2667,0.9,False,g24a_fever_126856,"g24a_fever_123591,g24a_fever_13132,g24a_fever_146055,g24a_fever_58302,g24a_fever_62284","The Giver is a 2014 American social science fiction film directed by Phillip Noyce and starring Jeff Bridges, Brenton Thwaites, Odeya Rush, Meryl Streep, Alexander Skarsgård, Katie Holmes and Cameron Monaghan."
4eff190056,fever,2,2,4,explicit_negation,yes,0.4294,1.0,False,"g24a_fever_197345,g24a_fever_47004","g24a_fever_137788,g24a_fever_91767","Luke Cage, also known as Power Man (real name Carl Lucas), is a fictional superhero appearing in American comic books published by Marvel Comics."
4f4e7b2398,fever,5,1,6,indirect_contradiction,no,0.4405,0.5233,False,"g24a_fever_103840,g24a_fever_134825,g24a_fever_147605,g24a_fever_77007,g24a_fever_9119",g24a_fever_89521,The show has also garnered multiple nominations at the Critics' Choice Television Awards and the People's Choice Awards during its run.
4f7886209a,fever,4,6,10,indirect_contradiction,no,0.2684,0.5139,False,"g24a_fever_50075,g24a_fever_62816,g24a_fever_80289,g24a_fever_87517","g24a_fever_150536,g24a_fever_50076,g24a_fever_80621,g24a_fever_85467,g24a_fever_86394,g24a_fever_96910","The Cyclades ([ˈsɪklədiːz] Κυκλάδες, [cikˈlaðes]) are an island group in the Aegean Sea, southeast of mainland Greece and a former administrative prefecture of Greece."
4fef543141,fever,5,2,7,explicit_negation,yes,0.3789,0.5,False,"g24a_fever_101619,g24a_fever_115720,g24a_fever_125550,g24a_fever_3063,g24a_fever_61817","g24a_fever_119867,g24a_fever_96211",Ronaldinho has played 97 matches and scored 33 goals for the Brazil national team.
50068a787b,fever,1,1,2,explicit_negation,yes,0.4,1.0,False,g24a_fever_98711,g24a_fever_17994,Hodges was reelected to the city council in the 2009 Minneapolis municipal elections.
500a1aa81b,fever,1,1,2,indirect_contradiction,no,0.1667,0.0,False,g24a_fever_68746,g24a_fever_70812,Actor Vin Diesel has played the title role in all of the Riddick-based films and video games so far.
5034e9dde7,fever,2,1,3,explicit_negation,yes,0.6429,0.5,False,"g24a_fever_19087,g24a_fever_22370",g24a_fever_22371,"It has been nominated five years in a row for the Primetime Emmy Award for Outstanding Comedy Series, winning the award for its fourth and fifth seasons."
505eb8db1b,fever,4,2,6,numeric_value,no,0.3746,0.7083,False,"g24a_fever_116244,g24a_fever_12227,g24a_fever_53263,g24a_fever_75902","g24a_fever_83533,g24a_fever_96137","It stars Ray Winstone in his first role in a costume drama. Raymond Andrew ""Ray"" Winstone ([ˈwɪnstən] born 19 February 1957) is an English film and television actor."
506728e577,fever,4,1,5,explicit_negation,yes,0.433,0.6667,False,"g24a_fever_53389,g24a_fever_53525,g24a_fever_53526,g24a_fever_71947",g24a_fever_93857,"On George III's death, the Prince Regent succeeded his father as George IV."
5098235d64,fever,5,3,8,explicit_negation,yes,0.2825,0.53,True,"g24a_fever_106359,g24a_fever_14972,g24a_fever_27386,g24a_fever_39958,g24a_fever_40296","g24a_fever_139103,g24a_fever_156401,g24a_fever_89730",He is a former bond trader from New Jersey who owns the National Basketball Association (NBA) team Houston Rockets.
50a1c0a87f,fever,6,6,12,numeric_value,no,0.3735,0.8935,False,"g24a_fever_124720,g24a_fever_140018,g24a_fever_34845,g24a_fever_49310,g24a_fever_76323,g24a_fever_96239","g24a_fever_101322,g24a_fever_109162,g24a_fever_124723,g24a_fever_133169,g24a_fever_139666,g24a_fever_52582","About 55 percent of its undergraduates and 60 percent overall come from Mississippi, and 23 percent are minorities; international students come from 90 nations."
50afe716ae,fever,2,1,3,indirect_contradiction,no,0.375,0.0,False,"g24a_fever_218233,g24a_fever_218239",g24a_fever_218252,"Libya is a country in the Maghreb region of North Africa, bordered by the Mediterranean Sea to the north, Egypt to the east, Sudan to the southeast, Chad and Niger to the south and Algeria and Tunisia to the west."
50d28ba128,fever,2,1,3,exclusive_alternative,no,0.2372,0.4167,False,"g24a_fever_60995,g24a_fever_83509",g24a_fever_119165,"Capote spent four years writing the book aided by his lifelong friend Harper Lee, who wrote To Kill a Mockingbird (1960)."
50d5960cd7,fever,1,2,3,numeric_value,no,0.5,1.0,False,g24a_fever_195902,"g24a_fever_195906,g24a_fever_195912",Frozen is a 2013 American 3D computer-animated musical fantasy film produced by Walt Disney Animation Studios and released by Walt Disney Pictures.
5107638cfa,fever,3,7,10,indirect_contradiction,no,0.567,0.8571,False,"g24a_fever_10261,g24a_fever_104036,g24a_fever_74035","g24a_fever_10262,g24a_fever_106683,g24a_fever_134983,g24a_fever_151264,g24a_fever_38267,g24a_fever_76285,g24a_fever_80551",The English Wikipedia is the English-language edition of the free online encyclopedia Wikipedia.
51c481eb9c,fever,1,1,2,indirect_contradiction,no,0.6667,0.8571,False,g24a_fever_158641,g24a_fever_158639,"It was designed by renowned Bay Area architect John Galen Howard and built in 1915 as part of the Panama -- Pacific International Exposition. John Galen Howard (May 8, 1864 in Chelmsford, Massachusetts -- July 18, 1931 in San Francisco, California) was an American architect who began his career in New York before moving to San Francisco, California."
51f9dfd7c4,fever,3,4,7,numeric_value,no,0.2939,0.0,True,"g24a_fever_203384,g24a_fever_203393,g24a_fever_203395","g24a_fever_203370,g24a_fever_203374,g24a_fever_203376,g24a_fever_203392","It was directed by Rob Letterman, and written by Darren Lemke, based from a story by Scott Alexander and Larry Karaszewski."
52cc1596f7,scifact,1,1,2,indirect_contradiction,no,0.7778,1.0,False,g24a_scifact_789,g24a_scifact_790,"These physiological functions of microglia in the normal CNS begin during development and persist into maturity. Here, we develop a conceptual framework for functions of microglia beyond neuroinflammation and discuss the rich repertoire of signaling and communication motifs in microglia that are critical both in pathology and for the normal physiology of the CNS."
52dd946655,fever,6,7,13,numeric_value,no,0.2925,0.4206,False,"g24a_fever_129767,g24a_fever_2223,g24a_fever_36298,g24a_fever_50143,g24a_fever_69640,g24a_fever_97752","g24a_fever_103941,g24a_fever_110925,g24a_fever_116686,g24a_fever_120026,g24a_fever_127955,g24a_fever_131584,g24a_fever_85338","Harrison's first marriage, to model Pattie Boyd in 1966, ended in divorce in 1977."
52ebe20278,fever,1,2,3,indirect_contradiction,no,0.4,1.0,False,g24a_fever_73281,"g24a_fever_131309,g24a_fever_23797",Henry William Dalgliesh Cavill ([ˈkævᵻl] born 5 May 1983) is a British actor.
5322092cca,fever,2,2,4,explicit_negation,yes,0.4875,1.0,False,"g24a_fever_13369,g24a_fever_64898","g24a_fever_17628,g24a_fever_21483","Jack Lowden (born 2 June 1990) is a Scottish stage, television, and film actor."
532d7cf02d,fever,5,2,7,indirect_contradiction,no,0.4617,0.7179,True,"g24a_fever_163795,g24a_fever_163798,g24a_fever_163803,g24a_fever_163805,g24a_fever_163812","g24a_fever_163808,g24a_fever_163815","The Ukrainian SSR was a founding member of the United Nations, although it was legally represented by the All-Union state in its affairs with countries outside of the Soviet Union."
537392041e,fever,2,4,6,explicit_negation,yes,0.505,1.0,True,"g24a_fever_28544,g24a_fever_71639","g24a_fever_121913,g24a_fever_14984,g24a_fever_28545,g24a_fever_84643","Winehouse died of alcohol poisoning on 23 July 2011, aged 27."
5395cfbb15,fever,2,1,3,explicit_negation,yes,0.8036,1.0,False,"g24a_fever_53662,g24a_fever_62451",g24a_fever_53663,He finished third in the NBA in three-point percentage during the 2007 -- 08 season and won the Three-Point Contest in 2011.
53a20dbb54,fever,1,2,3,indirect_contradiction,no,0.7024,0.4167,False,g24a_fever_49169,"g24a_fever_138188,g24a_fever_54771","Spider-Man 2 was released in both conventional and IMAX theaters on June 30, 2004."
53aa0eed18,fever,2,4,6,numeric_value,no,0.5246,0.6458,False,"g24a_fever_80316,g24a_fever_8584","g24a_fever_10103,g24a_fever_102487,g24a_fever_19655,g24a_fever_8585","The deepwater field (defined as water depth 1300 to,) was discovered in September 2009 and it is operated by BP."
53b8146709,fever,3,2,5,exclusive_alternative,no,0.1872,0.25,False,"g24a_fever_70695,g24a_fever_7283,g24a_fever_98810","g24a_fever_127576,g24a_fever_21607",The film released on 13 December 2013 with 1150 screens release in India.
53d9119217,fever,6,4,10,numeric_value,no,0.3582,0.6389,False,"g24a_fever_226843,g24a_fever_226845,g24a_fever_226848,g24a_fever_226849,g24a_fever_226850,g24a_fever_226853","g24a_fever_226840,g24a_fever_226855,g24a_fever_226856,g24a_fever_226857",Sejong the Great ([se.dʑoŋ]; 15 May 1397 - 8 April 1450) was the fourth king of Joseon-dynasty Korea.
53fccecd80,fever,6,3,9,exclusive_alternative,no,0.311,0.8333,True,"g24a_fever_111662,g24a_fever_152471,g24a_fever_33290,g24a_fever_3585,g24a_fever_59384,g24a_fever_66579","g24a_fever_142899,g24a_fever_154156,g24a_fever_92161","He has produced live action and animated programs for cable television, and the internet, and began his professional career as a jazz and blues record producer."
540d5d0edb,fever,6,2,8,numeric_value,no,0.2847,0.0,False,"g24a_fever_144309,g24a_fever_28495,g24a_fever_28496,g24a_fever_36843,g24a_fever_36844,g24a_fever_66473","g24a_fever_45522,g24a_fever_54111","A dark satirical and dystopian take on the superhero genre, the film is set in an alternate history in the year 1985 at the height of the Cold War between the United States and the Soviet Union, as a group of mostly retired American superheroes investigates the murder of one of their own before uncovering an elaborate and deadly conspiracy, while their moral limitations are challenged by the complex nature of the circumstances."
54617a93f0,fever,3,1,4,indirect_contradiction,no,0.4213,0.5278,False,"g24a_fever_135369,g24a_fever_43646,g24a_fever_60162",g24a_fever_11940,Edward Cullen (né Edward Anthony Masen) is a fictional character in Stephenie Meyer's Twilight series.
5465d3e996,scifact,1,1,2,indirect_contradiction,no,0.8,1.0,False,g24a_scifact_431,g24a_scifact_430,"Thus, one way in which members of the Sir2 family of proteins may increase organismal longevity is by tipping FOXO-dependent responses away from apoptosis and toward stress resistance."
54e16c4bdc,fever,2,1,3,indirect_contradiction,no,0.5903,1.0,False,"g24a_fever_58415,g24a_fever_82833",g24a_fever_139961,"A crucial figure in the transition between the Classical and Romantic eras in Western art music, he remains one of the most famous and influential of all composers."
554044c380,fever,2,2,4,indirect_contradiction,no,0.1996,0.3333,False,"g24a_fever_10692,g24a_fever_158361","g24a_fever_116278,g24a_fever_143686",Tennessee was the last state to leave the Union and join the Confederacy at the outbreak of the American Civil War in 1861.
55ac27c92d,fever,2,9,11,exclusive_alternative,no,0.3418,0.3491,True,"g24a_fever_164399,g24a_fever_164408","g24a_fever_164400,g24a_fever_164403,g24a_fever_164406,g24a_fever_164407,g24a_fever_164411,g24a_fever_164414,g24a_fever_164417,g24a_fever_164419,g24a_fever_164420","Carey Hayes (born April 21, 1961 in Portland, Oregon) is an American screenwriter and producer."
